Sequence|Question|Options|Answer
35|甲接受好友乙贈與自行車一輛，經丙發現該車係其所遺失之物，向甲請求返還，甲主張其不知情，不予返還，丙遂對甲起訴請求返還該車，訴狀送達予甲後，歷經1年，法院判決甲敗訴，甲、丙均不再上訴，甲就該車之占有自何時起視為惡意占有人？|丙發現該車後向甲請求時起|0
35|甲接受好友乙贈與自行車一輛，經丙發現該車係其所遺失之物，向甲請求返還，甲主張其不知情，不予返還，丙遂對甲起訴請求返還該車，訴狀送達予甲後，歷經1年，法院判決甲敗訴，甲、丙均不再上訴，甲就該車之占有自何時起視為惡意占有人？|丙對甲起訴請求返還該車時起|0
35|甲接受好友乙贈與自行車一輛，經丙發現該車係其所遺失之物，向甲請求返還，甲主張其不知情，不予返還，丙遂對甲起訴請求返還該車，訴狀送達予甲後，歷經1年，法院判決甲敗訴，甲、丙均不再上訴，甲就該車之占有自何時起視為惡意占有人？|訴狀送達予甲之日起|1
35|甲接受好友乙贈與自行車一輛，經丙發現該車係其所遺失之物，向甲請求返還，甲主張其不知情，不予返還，丙遂對甲起訴請求返還該車，訴狀送達予甲後，歷經1年，法院判決甲敗訴，甲、丙均不再上訴，甲就該車之占有自何時起視為惡意占有人？|法院判決確定之日起|0
36|甲、乙、丙、丁、戊5人共有一A轎車，應有部分各五分之一。依民法規定，下列敘述，何者錯誤？|甲經乙、丙之同意，得將A車設定質權於庚|1
36|甲、乙、丙、丁、戊5人共有一A轎車，應有部分各五分之一。依民法規定，下列敘述，何者錯誤？|甲經丁、戊之同意，得將A車出租於辛|0
36|甲、乙、丙、丁、戊5人共有一A轎車，應有部分各五分之一。依民法規定，下列敘述，何者錯誤？|甲得未經乙、丙、丁、戊之同意，將自己之應有部分設定質權於壬|0
36|甲、乙、丙、丁、戊5人共有一A轎車，應有部分各五分之一。依民法規定，下列敘述，何者錯誤？|甲得未經乙、丙、丁、戊之同意，修補A車之破輪胎|0
37|甲、乙共有土地一宗，面積2百坪，應有部分各為二分之一。甲、乙口頭同意將共有土地依東西方向，平均分割為1百坪，甲取得東邊之1百坪，乙取得西邊之1百坪。下列敘述，何者正確？|共有物之分割是處分行為，故甲、乙共有土地之協議分割契約，應以書面為之|0
37|甲、乙共有土地一宗，面積2百坪，應有部分各為二分之一。甲、乙口頭同意將共有土地依東西方向，平均分割為1百坪，甲取得東邊之1百坪，乙取得西邊之1百坪。下列敘述，何者正確？|依甲、乙共有土地之協議分割契約，甲、乙已各取得分得土地之所有權|0
37|甲、乙共有土地一宗，面積2百坪，應有部分各為二分之一。甲、乙口頭同意將共有土地依東西方向，平均分割為1百坪，甲取得東邊之1百坪，乙取得西邊之1百坪。下列敘述，何者正確？|若甲拒絕履行共有土地之協議分割契約時，乙得訴請其履行|1
37|甲、乙共有土地一宗，面積2百坪，應有部分各為二分之一。甲、乙口頭同意將共有土地依東西方向，平均分割為1百坪，甲取得東邊之1百坪，乙取得西邊之1百坪。下列敘述，何者正確？|若甲拒絕履行共有土地之協議分割契約時，乙得訴請裁判分割該共有土地|0
38|甲有下列財產權，試問：何者得單獨成為甲向乙融資時，設定權利抵押權之標的物？|A地之區分地上權|1
38|甲有下列財產權，試問：何者得單獨成為甲向乙融資時，設定權利抵押權之標的物？|B屋之最高限額抵押權|0
38|甲有下列財產權，試問：何者得單獨成為甲向乙融資時，設定權利抵押權之標的物？|C地之不動產役權|0
38|甲有下列財產權，試問：何者得單獨成為甲向乙融資時，設定權利抵押權之標的物？|D公司之債券|0
39|甲出賣檜木A、B 2大塊給乙，每塊價格1萬元，並交付之，乙將2塊檜木放在住宅門前廣場。乙同住之表弟工匠丙，一日興起，將A檜木雕刻成C佛像，價值3萬元，B檜木被住在隔壁之堂兄丁拿去建新房子，成為新房子的主要柱子。下列敘述，何者正確？|乙得依民法第767條規定向丙請求返還A檜木|0
39|甲出賣檜木A、B 2大塊給乙，每塊價格1萬元，並交付之，乙將2塊檜木放在住宅門前廣場。乙同住之表弟工匠丙，一日興起，將A檜木雕刻成C佛像，價值3萬元，B檜木被住在隔壁之堂兄丁拿去建新房子，成為新房子的主要柱子。下列敘述，何者正確？|乙得依民法第767條規定向丁請求返還B檜木|0
39|甲出賣檜木A、B 2大塊給乙，每塊價格1萬元，並交付之，乙將2塊檜木放在住宅門前廣場。乙同住之表弟工匠丙，一日興起，將A檜木雕刻成C佛像，價值3萬元，B檜木被住在隔壁之堂兄丁拿去建新房子，成為新房子的主要柱子。下列敘述，何者正確？|乙為C佛像的所有人|0
39|甲出賣檜木A、B 2大塊給乙，每塊價格1萬元，並交付之，乙將2塊檜木放在住宅門前廣場。乙同住之表弟工匠丙，一日興起，將A檜木雕刻成C佛像，價值3萬元，B檜木被住在隔壁之堂兄丁拿去建新房子，成為新房子的主要柱子。下列敘述，何者正確？|乙得依不當得利規定向丁請求償金|1
40|甲為擔保乙的債權，將其房屋設定抵押權與乙，關於乙之抵押權效力，下列敘述，何者正確？|及於房屋及其坐落之土地|0
40|甲為擔保乙的債權，將其房屋設定抵押權與乙，關於乙之抵押權效力，下列敘述，何者正確？|不及於抵押後附加於房屋而不具獨立性之車庫|0
40|甲為擔保乙的債權，將其房屋設定抵押權與乙，關於乙之抵押權效力，下列敘述，何者正確？|不及於抵押前已加建之獨立閣樓|1
40|甲為擔保乙的債權，將其房屋設定抵押權與乙，關於乙之抵押權效力，下列敘述，何者正確？|及於抵押後加建之獨立車庫|0
41|甲有自行車1輛，借給乙使用；乙將該車賣給丙，並與丙訂立租賃契約，使丙取得間接占有，以代交付。請問丙於下列何種情形下取得該車之所有權？|乙丙簽訂買賣契約時，丙係善意|0
41|甲有自行車1輛，借給乙使用；乙將該車賣給丙，並與丙訂立租賃契約，使丙取得間接占有，以代交付。請問丙於下列何種情形下取得該車之所有權？|乙丙簽訂租賃契約時，丙係善意|0
41|甲有自行車1輛，借給乙使用；乙將該車賣給丙，並與丙訂立租賃契約，使丙取得間接占有，以代交付。請問丙於下列何種情形下取得該車之所有權？|乙於租賃期間屆滿後，將該車現實交付於丙時，丙係善意|1
41|甲有自行車1輛，借給乙使用；乙將該車賣給丙，並與丙訂立租賃契約，使丙取得間接占有，以代交付。請問丙於下列何種情形下取得該車之所有權？|丙在任何時點善意，均可取得該車之所有權|0
42|甲之A地與乙之B地相鄰，A地上有地上權人丙及抵押權人丁，B地上有不動產役權人戊及承租人己。試問：何人無相鄰關係規定之準用？|丙|0
42|甲之A地與乙之B地相鄰，A地上有地上權人丙及抵押權人丁，B地上有不動產役權人戊及承租人己。試問：何人無相鄰關係規定之準用？|丁|1
42|甲之A地與乙之B地相鄰，A地上有地上權人丙及抵押權人丁，B地上有不動產役權人戊及承租人己。試問：何人無相鄰關係規定之準用？|戊|0
42|甲之A地與乙之B地相鄰，A地上有地上權人丙及抵押權人丁，B地上有不動產役權人戊及承租人己。試問：何人無相鄰關係規定之準用？|己|0
43|有關兩願離婚之方式，下列敘述，何者錯誤？|應經法院公證|1
43|有關兩願離婚之方式，下列敘述，何者錯誤？|應以書面為之|0
43|有關兩願離婚之方式，下列敘述，何者錯誤？|應有2人以上證人之簽名|0
43|有關兩願離婚之方式，下列敘述，何者錯誤？|應向戶政機關為離婚之登記|0
44|有關家庭生活費用，下列敘述，何者錯誤？|自由處分金依規定即為家庭生活費用|1
44|有關家庭生活費用，下列敘述，何者錯誤？|家庭生活費用得由夫妻以契約約定之|0
44|有關家庭生活費用，下列敘述，何者錯誤？|家庭生活費用得依夫妻經濟能力定之|0
44|有關家庭生活費用，下列敘述，何者錯誤？|家庭生活費用得依夫妻家事勞動定之|0
45|甲男乙女為夫妻，育有一子丙。甲對丁負有債務20萬元，立遺囑遺贈戊20萬元。己受酌給遺產10萬元。甲死亡時留有遺產100萬元，其喪葬費用40萬元。則戊可受遺贈之金額為：|0元|0
45|甲男乙女為夫妻，育有一子丙。甲對丁負有債務20萬元，立遺囑遺贈戊20萬元。己受酌給遺產10萬元。甲死亡時留有遺產100萬元，其喪葬費用40萬元。則戊可受遺贈之金額為：|10萬元|1
45|甲男乙女為夫妻，育有一子丙。甲對丁負有債務20萬元，立遺囑遺贈戊20萬元。己受酌給遺產10萬元。甲死亡時留有遺產100萬元，其喪葬費用40萬元。則戊可受遺贈之金額為：|15萬元|0
45|甲男乙女為夫妻，育有一子丙。甲對丁負有債務20萬元，立遺囑遺贈戊20萬元。己受酌給遺產10萬元。甲死亡時留有遺產100萬元，其喪葬費用40萬元。則戊可受遺贈之金額為：|20萬元|0
46|甲男乙女為夫妻，育有子女丙、丁2人，丙有一子戊。某日丙與甲口角，持刀殺甲未遂而被判刑。乙死亡時其繼承人為：|甲丙丁|0
46|甲男乙女為夫妻，育有子女丙、丁2人，丙有一子戊。某日丙與甲口角，持刀殺甲未遂而被判刑。乙死亡時其繼承人為：|甲丁|0
46|甲男乙女為夫妻，育有子女丙、丁2人，丙有一子戊。某日丙與甲口角，持刀殺甲未遂而被判刑。乙死亡時其繼承人為：|甲丁戊|1
46|甲男乙女為夫妻，育有子女丙、丁2人，丙有一子戊。某日丙與甲口角，持刀殺甲未遂而被判刑。乙死亡時其繼承人為：|丁戊|0
47|民法關於遺產分割之規定，下列敘述，何者錯誤？|原則上繼承人得隨時請求分割遺產，以消滅遺產之分別共有關係|1
47|民法關於遺產分割之規定，下列敘述，何者錯誤？|遺囑禁止遺產分割20年者，其禁止效力僅限於10年|0
47|民法關於遺產分割之規定，下列敘述，何者錯誤？|遺產分割後，各繼承人間互負擔保責任|0
47|民法關於遺產分割之規定，下列敘述，何者錯誤？|分割遺產時，應保留胎兒之應繼分，並以其母為代理人，以維護胎兒之權利|0
48|乙女與甲男婚後旋即懷孕，甲卻因公殉職。甲父丙過度悲傷，亦中風死亡，留有遺產1千萬元。甲之兄丁主張全由其繼承遺產，有理否？|無理，因乙亦得繼承|0
48|乙女與甲男婚後旋即懷孕，甲卻因公殉職。甲父丙過度悲傷，亦中風死亡，留有遺產1千萬元。甲之兄丁主張全由其繼承遺產，有理否？|有理，因無其他繼承人|0
48|乙女與甲男婚後旋即懷孕，甲卻因公殉職。甲父丙過度悲傷，亦中風死亡，留有遺產1千萬元。甲之兄丁主張全由其繼承遺產，有理否？|無理，因胎兒仍有繼承權|1
48|乙女與甲男婚後旋即懷孕，甲卻因公殉職。甲父丙過度悲傷，亦中風死亡，留有遺產1千萬元。甲之兄丁主張全由其繼承遺產，有理否？|無理，遺產應由胎兒、乙與丁共同繼承|0
49|甲誤將乙之秧苗及丙之肥料植、灑在鄰人丁之A地上，致長出纍纍之稻穀。試問：該稻穀之所有權屬於何人？|甲|0
49|甲誤將乙之秧苗及丙之肥料植、灑在鄰人丁之A地上，致長出纍纍之稻穀。試問：該稻穀之所有權屬於何人？|丁|1
49|甲誤將乙之秧苗及丙之肥料植、灑在鄰人丁之A地上，致長出纍纍之稻穀。試問：該稻穀之所有權屬於何人？|乙丙共有|0
49|甲誤將乙之秧苗及丙之肥料植、灑在鄰人丁之A地上，致長出纍纍之稻穀。試問：該稻穀之所有權屬於何人？|甲丁共有|0
50|甲於前妻過世後，父兼母職養育其現年18歲之女兒乙。過年時，許多親朋好友贈與乙紅包，甲遂要求乙將紅包統一交給爸爸保管與使用。但是乙拒絕。有關民法對於此等情形之規定，下列敘述何者錯誤？|依法甲有權管理乙之紅包|0
50|甲於前妻過世後，父兼母職養育其現年18歲之女兒乙。過年時，許多親朋好友贈與乙紅包，甲遂要求乙將紅包統一交給爸爸保管與使用。但是乙拒絕。有關民法對於此等情形之規定，下列敘述何者錯誤？|依法甲有權使用收益乙之紅包|0
50|甲於前妻過世後，父兼母職養育其現年18歲之女兒乙。過年時，許多親朋好友贈與乙紅包，甲遂要求乙將紅包統一交給爸爸保管與使用。但是乙拒絕。有關民法對於此等情形之規定，下列敘述何者錯誤？|甲得不經乙同意，拿乙的紅包來清償自己的賭債|1
50|甲於前妻過世後，父兼母職養育其現年18歲之女兒乙。過年時，許多親朋好友贈與乙紅包，甲遂要求乙將紅包統一交給爸爸保管與使用。但是乙拒絕。有關民法對於此等情形之規定，下列敘述何者錯誤？|甲得不經乙同意，享有這筆紅包存入銀行之利息收入|0
51|下列敘述何者錯誤？|原告甲以被告乙、丙所訂立之買賣契約係基於通謀虛偽意思表示所為，應屬無效為由，起訴請求確認乙、丙間該買賣關係不存在。關於乙、丙係基於通謀虛偽意思表示而訂立該買賣契約一事，應由甲負舉證責任|0
51|下列敘述何者錯誤？|原告甲以被告乙、丙就甲所有之A地無訂立租賃契約為由，起訴請求確認乙、丙間就A地之租賃關係不存在。關於乙、丙就A地有訂立租賃契約一事，應由乙、丙負舉證責任|0
51|下列敘述何者錯誤？|原告甲以被告乙無權占有甲所有之B屋為由，起訴請求乙返還B屋。關於乙占有B屋係無正當權源一事，應由甲負舉證責任|1
51|下列敘述何者錯誤？|原告甲以其與被告乙間並無債權債務關係，乙受領甲所交付之100萬元係屬不當得利為由，起訴請求乙返還100萬元。關於乙有受領甲交付100萬元之事實，應由甲負舉證責任|0
52|關於請求裁判分割共有物之訴訟，下列選項之敘述，何者全部正確？|①此訴訟為固有必要共同訴訟|1
52|關於請求裁判分割共有物之訴訟，下列選項之敘述，何者全部正確？|②准分割共有物之判決含有形成判決之性質|1
52|關於請求裁判分割共有物之訴訟，下列選項之敘述，何者全部正確？|③訴訟繫屬中，當事人不得成立訴訟上和解|0
52|關於請求裁判分割共有物之訴訟，下列選項之敘述，何者全部正確？|④法院定共有物之分割方法不受當事人聲明之拘束|1
53|A地之市價為新臺幣（下同）400萬元，由甲、乙共有，應有部分各為二分之一。甲起訴請求裁判分割A地，下列何者正確？|本件為任意調解事件|0
53|A地之市價為新臺幣（下同）400萬元，由甲、乙共有，應有部分各為二分之一。甲起訴請求裁判分割A地，下列何者正確？|本件應適用簡易訴訟程序|0
53|A地之市價為新臺幣（下同）400萬元，由甲、乙共有，應有部分各為二分之一。甲起訴請求裁判分割A地，下列何者正確？|本件訴訟標的價額為400萬元|0
53|A地之市價為新臺幣（下同）400萬元，由甲、乙共有，應有部分各為二分之一。甲起訴請求裁判分割A地，下列何者正確？|乙如不服第二審法院所為甲勝訴之判決，得上訴第三審|1
54|原告追加之新訴於不備訴之追加要件而遭法院駁回其追加之裁定確定時，下列何者正確？|新訴之訴訟繫屬消滅|0
54|原告追加之新訴於不備訴之追加要件而遭法院駁回其追加之裁定確定時，下列何者正確？|原告不得就新訴聲請法院審判|0
54|原告追加之新訴於不備訴之追加要件而遭法院駁回其追加之裁定確定時，下列何者正確？|原告得於該裁定確定後法定期間內聲請法院就該追加之訴為審判|1
54|原告追加之新訴於不備訴之追加要件而遭法院駁回其追加之裁定確定時，下列何者正確？|原告得於該裁定確定後任何時間聲請法院就該追加之訴為審判|0
55|甲列乙為被告，聲明求為判決命「乙應給付甲新臺幣15萬元」，主張甲因乙之過失而受有損害15萬元，並聲請通知丙（下稱本件訴訟）。下列之選項，何者全部正確？|①甲並未特定本件訴訟之訴訟標的|1
55|甲列乙為被告，聲明求為判決命「乙應給付甲新臺幣15萬元」，主張甲因乙之過失而受有損害15萬元，並聲請通知丙（下稱本件訴訟）。下列之選項，何者全部正確？|②甲並未盡主張責任及陳述義務|1
55|甲列乙為被告，聲明求為判決命「乙應給付甲新臺幣15萬元」，主張甲因乙之過失而受有損害15萬元，並聲請通知丙（下稱本件訴訟）。下列之選項，何者全部正確？|③甲聲請通知丙，並未表明應證事實|1
55|甲列乙為被告，聲明求為判決命「乙應給付甲新臺幣15萬元」，主張甲因乙之過失而受有損害15萬元，並聲請通知丙（下稱本件訴訟）。下列之選項，何者全部正確？|④為發現真實，受訴法院應迅即傳訊丙作證|0
56|下列何選項之敘述，均不屬於固有必要共同訴訟？|①繼承人之一人請求分割遺產之訴訟|0
56|下列何選項之敘述，均不屬於固有必要共同訴訟？|②債權人起訴請求連帶保證人3人連帶給付欠款|1
56|下列何選項之敘述，均不屬於固有必要共同訴訟？|③分別共有人之一人起訴請求裁判分割共有物|0
56|下列何選項之敘述，均不屬於固有必要共同訴訟？|④股東數人提起撤銷股東會決議之訴|1
57|原告甲列乙為被告，聲明求為命乙返還A屋之判決，主張先位依租賃物返還請求權（下稱a請求權）請求，備位依所有物返還請求權（下稱b請求權）請求。試問下列何者錯誤？|法院審理之結果認a請求權及b請求權均為有理由時，其判決主文為：「被告應將A屋返還予原告。」|0
57|原告甲列乙為被告，聲明求為命乙返還A屋之判決，主張先位依租賃物返還請求權（下稱a請求權）請求，備位依所有物返還請求權（下稱b請求權）請求。試問下列何者錯誤？|法院審理之結果認a請求權為有理由時，其判決主文為：「被告應將A屋返還予原告。原告其餘之訴駁回。」|1
57|原告甲列乙為被告，聲明求為命乙返還A屋之判決，主張先位依租賃物返還請求權（下稱a請求權）請求，備位依所有物返還請求權（下稱b請求權）請求。試問下列何者錯誤？|法院審理之結果認b請求權為有理由，a請求權為無理由時，其判決應命被告將A屋返還予原告，並於判決理由中就無理由部分為說明|0
57|原告甲列乙為被告，聲明求為命乙返還A屋之判決，主張先位依租賃物返還請求權（下稱a請求權）請求，備位依所有物返還請求權（下稱b請求權）請求。試問下列何者錯誤？|法院審理之結果認a請求權及b請求權均為無理由時，其判決主文為：「原告之訴駁回。」|0
58|原告甲列乙為被告，向管轄法院起訴，其事實主張：A地為甲所有，乙未經甲之同意，擅自於A地上興建B屋，並偽造相關文件辦畢房屋保存登記，為此，依民法第767條規定，聲明求為判決命乙將B屋拆除，並將A地返還予甲。試問下列何者正確？|甲於本件訴訟繫屬後，得聲請法院發給已起訴之證明，再持向該管地政機關為訴訟繫屬登記，此項登記之效力相當於假處分效力，故乙不得於訴訟繫屬中將B屋移轉予第三人|0
58|原告甲列乙為被告，向管轄法院起訴，其事實主張：A地為甲所有，乙未經甲之同意，擅自於A地上興建B屋，並偽造相關文件辦畢房屋保存登記，為此，依民法第767條規定，聲明求為判決命乙將B屋拆除，並將A地返還予甲。試問下列何者正確？|如受訴法院於審理程序中經調查得知乙於訴訟繫屬後已將B屋贈與予丙，並辦畢所有權移轉登記，則乙既已非B屋之所有人，甲之本件請求即為給付不能，受訴法院應判決駁回甲之請求|0
58|原告甲列乙為被告，向管轄法院起訴，其事實主張：A地為甲所有，乙未經甲之同意，擅自於A地上興建B屋，並偽造相關文件辦畢房屋保存登記，為此，依民法第767條規定，聲明求為判決命乙將B屋拆除，並將A地返還予甲。試問下列何者正確？|如乙於訴訟繫屬後將B屋出售予丁，並辦畢所有權移轉登記，乙仍得繼續遂行本件訴訟，且本案判決效力及於丁|1
58|原告甲列乙為被告，向管轄法院起訴，其事實主張：A地為甲所有，乙未經甲之同意，擅自於A地上興建B屋，並偽造相關文件辦畢房屋保存登記，為此，依民法第767條規定，聲明求為判決命乙將B屋拆除，並將A地返還予甲。試問下列何者正確？|承前項，如受訴法院為甲勝訴之判決，則丁必可提起第三人撤銷訴訟請求救濟|0
59|關於訴之追加或變更，下列敘述何者錯誤？|所謂訴之追加，係指原告於起訴後提起新訴，以合併於原有之訴而言|0
59|關於訴之追加或變更，下列敘述何者錯誤？|訴是否變更，係以當事人、訴訟標的或訴之聲明等三者之一，於訴訟進行中有無變更為斷|0
59|關於訴之追加或變更，下列敘述何者錯誤？|原告依租賃物返還請求權起訴，請求被告交還房屋，嗣後又主張依所有物返還請求權請求交還房屋，法院不得就該所有物返還請求權為審判|1
59|關於訴之追加或變更，下列敘述何者錯誤？|如法院認為訴之變更合法，應就變更後之訴為判決|0
60|關於民事訴訟法第54條所定主參加訴訟（干預訴訟）之敘述，下列何者錯誤？|依本條提起之訴，得合併辯論、合併裁判|0
60|關於民事訴訟法第54條所定主參加訴訟（干預訴訟）之敘述，下列何者錯誤？|本訴訟因撤回而繫屬消滅者，依本條提起之訴亦視同撤回|1
60|關於民事訴訟法第54條所定主參加訴訟（干預訴訟）之敘述，下列何者錯誤？|依本條提起之訴應以本訴訟兩造之當事人作為共同被告|0
60|關於民事訴訟法第54條所定主參加訴訟（干預訴訟）之敘述，下列何者錯誤？|法院認為依本條提起之訴訟不備其所定要件而具備獨立之訴之要件時，應將其作為獨立之訴辦理|0
61|位於臺灣中部海岸甲縣之Y化工廠，因排放廢氣損及甲縣X1、X2、X3、乙縣X4、X5、X6、丙縣X7、X8等農民之作物。X1……X6選定X1為選定當事人，向有管轄權之甲法院對Y提起損害賠償之訴，並聲請法院公告遭受同樣損害之人於某日前併案請求。X1之訴訟進行中，X7、X8向損害結果發生地之丙法院對Y提起損害賠償訴訟。問：關於管轄之敘述，下列何者正確？|丙法院無管轄權，X7、X8不得向丙法院提起|0
61|位於臺灣中部海岸甲縣之Y化工廠，因排放廢氣損及甲縣X1、X2、X3、乙縣X4、X5、X6、丙縣X7、X8等農民之作物。X1……X6選定X1為選定當事人，向有管轄權之甲法院對Y提起損害賠償之訴，並聲請法院公告遭受同樣損害之人於某日前併案請求。X1之訴訟進行中，X7、X8向損害結果發生地之丙法院對Y提起損害賠償訴訟。問：關於管轄之敘述，下列何者正確？|X7、X8未於規定期日屆至前，向甲法院為併案請求，已喪失訴權|0
61|位於臺灣中部海岸甲縣之Y化工廠，因排放廢氣損及甲縣X1、X2、X3、乙縣X4、X5、X6、丙縣X7、X8等農民之作物。X1……X6選定X1為選定當事人，向有管轄權之甲法院對Y提起損害賠償之訴，並聲請法院公告遭受同樣損害之人於某日前併案請求。X1之訴訟進行中，X7、X8向損害結果發生地之丙法院對Y提起損害賠償訴訟。問：關於管轄之敘述，下列何者正確？|X7、X8之請求權與X1……X6之請求權為各自獨立，所以得向丙法院起訴|1
61|位於臺灣中部海岸甲縣之Y化工廠，因排放廢氣損及甲縣X1、X2、X3、乙縣X4、X5、X6、丙縣X7、X8等農民之作物。X1……X6選定X1為選定當事人，向有管轄權之甲法院對Y提起損害賠償之訴，並聲請法院公告遭受同樣損害之人於某日前併案請求。X1之訴訟進行中，X7、X8向損害結果發生地之丙法院對Y提起損害賠償訴訟。問：關於管轄之敘述，下列何者正確？|丙法院必須將X7、X8之訴移送甲法院管轄|0
62|原告甲列乙為被告，請求乙返還某日之借款新臺幣（下同）150萬元（下稱系爭借款）。乙否認有在該日向甲借用系爭借款之事實。甲乃提出以乙之名義寄送予甲之信函一紙（下稱系爭信函），內載：「本人近來因資金周轉發生問題，之前向台端（甲）借用之150萬元無法如期返還，請求寬限1個月。」試問下列何者正確？|如乙就其曾寄送系爭信函予甲一事不爭執，應就系爭借款之事實發生訴訟上自認之效力|0
62|原告甲列乙為被告，請求乙返還某日之借款新臺幣（下同）150萬元（下稱系爭借款）。乙否認有在該日向甲借用系爭借款之事實。甲乃提出以乙之名義寄送予甲之信函一紙（下稱系爭信函），內載：「本人近來因資金周轉發生問題，之前向台端（甲）借用之150萬元無法如期返還，請求寬限1個月。」試問下列何者正確？|如乙不能證明未寄送系爭信函予甲一事，則可認定乙有向甲借款一事|0
62|原告甲列乙為被告，請求乙返還某日之借款新臺幣（下同）150萬元（下稱系爭借款）。乙否認有在該日向甲借用系爭借款之事實。甲乃提出以乙之名義寄送予甲之信函一紙（下稱系爭信函），內載：「本人近來因資金周轉發生問題，之前向台端（甲）借用之150萬元無法如期返還，請求寬限1個月。」試問下列何者正確？|如乙就其曾寄送系爭信函予甲一事不爭執，則足可據此逕認定乙有向甲借用系爭借款一事|0
62|原告甲列乙為被告，請求乙返還某日之借款新臺幣（下同）150萬元（下稱系爭借款）。乙否認有在該日向甲借用系爭借款之事實。甲乃提出以乙之名義寄送予甲之信函一紙（下稱系爭信函），內載：「本人近來因資金周轉發生問題，之前向台端（甲）借用之150萬元無法如期返還，請求寬限1個月。」試問下列何者正確？|如乙就其曾寄送系爭信函予甲一事不爭執，並抗辯已清償系爭借款，則可認定乙有向甲借用系爭借款一事|1
63|下列關於「第二審上訴」之敘述，何者錯誤？|提起上訴，應於第一審判決送達後20日之不變期間內為之|0
63|下列關於「第二審上訴」之敘述，何者錯誤？|對於簡易訴訟事件之第一審判決，得上訴於管轄之地方法院|0
63|下列關於「第二審上訴」之敘述，何者錯誤？|上訴有不合法情形，若已經原第一審法院定期間命其補正而未補正，第二審法院得不命補正，逕以裁定駁回上訴|0
63|下列關於「第二審上訴」之敘述，何者錯誤？|提起上訴應以上訴狀表明對第一審判決不服之程度及應如何廢棄或變更之聲明，並表明上訴理由。若上訴狀未具上訴理由者，原第一審法院應定期間命其補正，逾期未補正者，該第一審法院應以裁定駁回上訴|1
64|原告甲列乙為被告，聲明求為判決命乙給付甲新臺幣（下同）60萬元，主張：乙於某日簽發同額支票一紙，以資清償積欠甲之貨款，經於票載發票日提示未獲付款，爰依票款請求權為請求等語。關於本件訴訟，下列選項中之敘述何者均為正確？|①當事人得合意適用小額訴訟程序|0
64|原告甲列乙為被告，聲明求為判決命乙給付甲新臺幣（下同）60萬元，主張：乙於某日簽發同額支票一紙，以資清償積欠甲之貨款，經於票載發票日提示未獲付款，爰依票款請求權為請求等語。關於本件訴訟，下列選項中之敘述何者均為正確？|②法院得依職權以裁定改用通常訴訟程序|0
64|原告甲列乙為被告，聲明求為判決命乙給付甲新臺幣（下同）60萬元，主張：乙於某日簽發同額支票一紙，以資清償積欠甲之貨款，經於票載發票日提示未獲付款，爰依票款請求權為請求等語。關於本件訴訟，下列選項中之敘述何者均為正確？|③法院應對甲闡明是否主張貨款請求權為請求|1
64|原告甲列乙為被告，聲明求為判決命乙給付甲新臺幣（下同）60萬元，主張：乙於某日簽發同額支票一紙，以資清償積欠甲之貨款，經於票載發票日提示未獲付款，爰依票款請求權為請求等語。關於本件訴訟，下列選項中之敘述何者均為正確？|④甲得於上訴程序追加依貨款請求權為請求|0
64|原告甲列乙為被告，聲明求為判決命乙給付甲新臺幣（下同）60萬元，主張：乙於某日簽發同額支票一紙，以資清償積欠甲之貨款，經於票載發票日提示未獲付款，爰依票款請求權為請求等語。關於本件訴訟，下列選項中之敘述何者均為正確？|⑤如第一審法院准許甲追加依貨款請求權為請求，得依當事人之合意繼續適用原程序|1
65|甲1起訴請求乙應返還A地予甲1、甲2、甲3，其主張之事實及理由略為：A地係甲1、甲2、甲3繼承而來，遭乙無權占有使用中，乙應返還A地予共有人全體云云。下列何者正確？|甲1不得自行起訴，應由甲1、甲2、甲3為共同原告，否則當事人適格即有欠缺|0
65|甲1起訴請求乙應返還A地予甲1、甲2、甲3，其主張之事實及理由略為：A地係甲1、甲2、甲3繼承而來，遭乙無權占有使用中，乙應返還A地予共有人全體云云。下列何者正確？|甲2得另行起訴，請求乙返還土地予共有人全體|0
65|甲1起訴請求乙應返還A地予甲1、甲2、甲3，其主張之事實及理由略為：A地係甲1、甲2、甲3繼承而來，遭乙無權占有使用中，乙應返還A地予共有人全體云云。下列何者正確？|於訴訟繫屬中，法院得依職權將訴訟事件及進行程度以書面通知甲2、甲3|1
65|甲1起訴請求乙應返還A地予甲1、甲2、甲3，其主張之事實及理由略為：A地係甲1、甲2、甲3繼承而來，遭乙無權占有使用中，乙應返還A地予共有人全體云云。下列何者正確？|甲1如受敗訴判決確定，甲2因非當事人，不受該判決既判力所及|0
66|下列所述之乙或戊，何者並非該選項所指確定判決既判力之所及？|破產管理人甲對於破產財團之財產所為訴訟之確定判決，對於破產人乙|0
66|下列所述之乙或戊，何者並非該選項所指確定判決既判力之所及？|法院命被告丙應將A車返還原告丁之確定判決，對於在訴訟繫屬前向被告丙承租A車使用之戊|1
66|下列所述之乙或戊，何者並非該選項所指確定判決既判力之所及？|參加人甲經兩造同意代其所輔助之被告乙承當訴訟，法院就此訴訟所為確定判決，對於脫離訴訟之乙|0
66|下列所述之乙或戊，何者並非該選項所指確定判決既判力之所及？|原告丙基於所有物返還請求權，訴請被告丁返還B車，法院判決丁敗訴之確定判決，對於在訴訟繫屬後向被告丁買受而占有B車之戊|0
