Sequence|Question|Options|Answer
37|某甲喝酒駕車，經員警酒測，其酒測值血液中酒精含量超過0.55毫克/公升，已達不能安全駕駛，主管機關如吊扣其駕照及移置保管該汽車，下列敘述，何者正確？|吊扣駕照是不利益之行政處分；移置保管該汽車是行政罰|0
37|某甲喝酒駕車，經員警酒測，其酒測值血液中酒精含量超過0.55毫克/公升，已達不能安全駕駛，主管機關如吊扣其駕照及移置保管該汽車，下列敘述，何者正確？|吊扣駕照是裁罰性不利處分；移置保管該汽車係行政執行法上之即時強制|1
38|甲國立大學之學生乙，因成績未符合學校之規定而受到退學處分，依司法院大法官解釋，下列敘述，何者錯誤？|該退學處分係行政處分|0
38|甲國立大學之學生乙，因成績未符合學校之規定而受到退學處分，依司法院大法官解釋，下列敘述，何者錯誤？|執行該退學處分之規定，應有正當程序之明文配合|0
38|甲國立大學之學生乙，因成績未符合學校之規定而受到退學處分，依司法院大法官解釋，下列敘述，何者錯誤？|因成績未符合校規而予以退學，乃屬甲大學自治之範疇|0
38|甲國立大學之學生乙，因成績未符合學校之規定而受到退學處分，依司法院大法官解釋，下列敘述，何者錯誤？|大學自治並不包含由各大學自訂退學之標準|1
39|甲為現役軍官，依甄選軍訓教官簡章報考並獲錄取，其後因服役屆滿申請延役，經國防部以其專長並非軍中需要，乃依陸海空軍軍官士官服役條例規定予以否准。國防部否准甲之申請為下列何項行政行為？|行政契約行為|0
39|甲為現役軍官，依甄選軍訓教官簡章報考並獲錄取，其後因服役屆滿申請延役，經國防部以其專長並非軍中需要，乃依陸海空軍軍官士官服役條例規定予以否准。國防部否准甲之申請為下列何項行政行為？|行政處分|1
39|甲為現役軍官，依甄選軍訓教官簡章報考並獲錄取，其後因服役屆滿申請延役，經國防部以其專長並非軍中需要，乃依陸海空軍軍官士官服役條例規定予以否准。國防部否准甲之申請為下列何項行政行為？|人事管理內部行為|0
39|甲為現役軍官，依甄選軍訓教官簡章報考並獲錄取，其後因服役屆滿申請延役，經國防部以其專長並非軍中需要，乃依陸海空軍軍官士官服役條例規定予以否准。國防部否准甲之申請為下列何項行政行為？|職務命令|0
40|解釋性行政規則，其見解前後不一致時，依司法院釋字第287號解釋之見解，下列敘述，何者錯誤？|解釋性行政規則，溯自法律生效日起有其適用|0
40|解釋性行政規則，其見解前後不一致時，依司法院釋字第287號解釋之見解，下列敘述，何者錯誤？|在後之釋示與在前之釋示不一致時，在前之釋示並非當然錯誤|0
40|解釋性行政規則，其見解前後不一致時，依司法院釋字第287號解釋之見解，下列敘述，何者錯誤？|依前釋示所為之行政處分，均不受後釋示之影響|0
40|解釋性行政規則，其見解前後不一致時，依司法院釋字第287號解釋之見解，下列敘述，何者錯誤？|如前釋示確屬違法，仍得依後釋示之見解處理|1
41|下列何種行為，不可對之提起國家賠償訴訟？|公務車輛於執行職務時不法傷及路人|0
41|下列何種行為，不可對之提起國家賠償訴訟？|行政院公平交易委員會違法之行業導正|0
41|下列何種行為，不可對之提起國家賠償訴訟？|氣象局設置之氣象偵測設施有瑕疵傾倒壓傷行人|0
41|下列何種行為，不可對之提起國家賠償訴訟？|電力公司不當停電|1
42|警察機關依集會遊行法之規定，命令解散集會遊行，其措施之法律性質為何？|行政執行|0
42|警察機關依集會遊行法之規定，命令解散集會遊行，其措施之法律性質為何？|行政指導|0
42|警察機關依集會遊行法之規定，命令解散集會遊行，其措施之法律性質為何？|行政命令|0
42|警察機關依集會遊行法之規定，命令解散集會遊行，其措施之法律性質為何？|一般處分|1
43|下列有關無效行政處分之敘述，何者錯誤？|無效行政處分在未經有權機關宣告為無效前，仍有拘束力|1
43|下列有關無效行政處分之敘述，何者錯誤？|人民得請求行政機關確認行政處分是否無效|0
43|下列有關無效行政處分之敘述，何者錯誤？|針對行政處分是否無效有爭議時，得提起確認行政處分無效之訴訟|0
43|下列有關無效行政處分之敘述，何者錯誤？|若不能由行政處分之書面記載中得知原處分機關時，該行政處分即為無效|0
44|甲行政機關徵收人民之私有土地時，因徵收處分之補償地價標準認定錯誤，則甲機關應為如何之處理？|廢止原處分|0
44|甲行政機關徵收人民之私有土地時，因徵收處分之補償地價標準認定錯誤，則甲機關應為如何之處理？|轉換原處分|0
44|甲行政機關徵收人民之私有土地時，因徵收處分之補償地價標準認定錯誤，則甲機關應為如何之處理？|撤銷原處分|1
44|甲行政機關徵收人民之私有土地時，因徵收處分之補償地價標準認定錯誤，則甲機關應為如何之處理？|更正原處分|0
45|公共工程主辦機關依促進民間參與公共建設法之規定，強制接管甲公司目前正在經營之公共設施，此種強制接管行為之性質為：|行政契約之終止意思表示|0
45|公共工程主辦機關依促進民間參與公共建設法之規定，強制接管甲公司目前正在經營之公共設施，此種強制接管行為之性質為：|行政處分|1
45|公共工程主辦機關依促進民間參與公共建設法之規定，強制接管甲公司目前正在經營之公共設施，此種強制接管行為之性質為：|行政指導行為|0
45|公共工程主辦機關依促進民間參與公共建設法之規定，強制接管甲公司目前正在經營之公共設施，此種強制接管行為之性質為：|確定計畫裁決|0
46|縣議員某甲因觸犯貪污治罪條例之圖利罪，第二審判處有期徒刑，尚未確定。其間某甲當選該縣之縣長。下列敘述，何者正確？|某甲經依法參選且當選，不再適用停職之規定|0
46|縣議員某甲因觸犯貪污治罪條例之圖利罪，第二審判處有期徒刑，尚未確定。其間某甲當選該縣之縣長。下列敘述，何者正確？|內政部應於其就職後，予以停職|1
46|縣議員某甲因觸犯貪污治罪條例之圖利罪，第二審判處有期徒刑，尚未確定。其間某甲當選該縣之縣長。下列敘述，何者正確？|內政部應不准許其就職|0
46|縣議員某甲因觸犯貪污治罪條例之圖利罪，第二審判處有期徒刑，尚未確定。其間某甲當選該縣之縣長。下列敘述，何者正確？|內政部應於其就職後，予以解職|0
47|某鄉公所依法應作為而不作為，致嚴重危害公益，其適於代行處理。下列敘述，何者錯誤？|縣政府應命其於一定期限內處理；逾時仍未處理者，得代行處理。但於公益有重大影響者，得逕予代行處理|1
47|某鄉公所依法應作為而不作為，致嚴重危害公益，其適於代行處理。下列敘述，何者錯誤？|縣政府決定代行處理前，應函知被代行處理之鄉公所，經縣政府通知代行處理後，該事項即轉移至代行處理機關，直至代行處理完竣|0
47|某鄉公所依法應作為而不作為，致嚴重危害公益，其適於代行處理。下列敘述，何者錯誤？|代行處理所支出之費用，應由被代行處理之機關負擔，該鄉公所如拒絕支付該項費用，縣政府得自以後年度之補助款中扣減抵充之|0
47|某鄉公所依法應作為而不作為，致嚴重危害公益，其適於代行處理。下列敘述，何者錯誤？|鄉公所對於代行處理之處分，如認為有違法時，依行政救濟程序辦理|0
48|甲地方自治團體與乙市民簽定「垃圾衛生掩埋場回饋金」契約，以補償乙因甲所設置之掩埋場而受到之損害。下列敘述，何者正確？|「回饋金」契約屬私法上之贈與契約|0
48|甲地方自治團體與乙市民簽定「垃圾衛生掩埋場回饋金」契約，以補償乙因甲所設置之掩埋場而受到之損害。下列敘述，何者正確？|事後乙搬離原址，但戶籍未變更，甲即得終止對乙之回饋金給予|0
48|甲地方自治團體與乙市民簽定「垃圾衛生掩埋場回饋金」契約，以補償乙因甲所設置之掩埋場而受到之損害。下列敘述，何者正確？|乙締約後，復領導居民抗爭，致甲無法設置掩埋場，甲得終止契約|1
48|甲地方自治團體與乙市民簽定「垃圾衛生掩埋場回饋金」契約，以補償乙因甲所設置之掩埋場而受到之損害。下列敘述，何者正確？|回饋金契約得不受平等原則之拘束|0
49|下列何者不屬於行政程序法第15條第1項「權限委任」之情形？|財政部將法定權限委由國庫署執行|0
49|下列何者不屬於行政程序法第15條第1項「權限委任」之情形？|教育部將法定權限委由國立中正文化中心執行|1
49|下列何者不屬於行政程序法第15條第1項「權限委任」之情形？|交通部將法定權限委由國家通訊傳播委員會執行|1
49|下列何者不屬於行政程序法第15條第1項「權限委任」之情形？|經濟部將法定權限委由標準檢驗局執行|0
50|下列何者不屬於實質意義之行政機關？|頒授學位時之私立大學|0
50|下列何者不屬於實質意義之行政機關？|縣（市）政府|0
50|下列何者不屬於實質意義之行政機關？|縣（市）政府秘書室|1
50|下列何者不屬於實質意義之行政機關？|中央選舉委員會|0
51|行政本質具多樣性、多義性與複雜性，故有學說指出「行政只能加以描述，而無法加以定義」，在我國現行法之制度下，下列有關我國行政概念之描述，何者錯誤？|立法院內部公務人員之任免，以及立法院旁聽證之核發，均屬實質意義之行政的範疇|0
51|行政本質具多樣性、多義性與複雜性，故有學說指出「行政只能加以描述，而無法加以定義」，在我國現行法之制度下，下列有關我國行政概念之描述，何者錯誤？|法院處理公證及非訟事件，非屬實質意義之行政的範疇|0
51|行政本質具多樣性、多義性與複雜性，故有學說指出「行政只能加以描述，而無法加以定義」，在我國現行法之制度下，下列有關我國行政概念之描述，何者錯誤？|監察院行使彈劾、糾舉及審計權，非屬實質意義之行政的範疇|0
51|行政本質具多樣性、多義性與複雜性，故有學說指出「行政只能加以描述，而無法加以定義」，在我國現行法之制度下，下列有關我國行政概念之描述，何者錯誤？|考試院考選部舉辦國家考試之行為，非屬實質意義之行政的範疇|1
52|下列有關法規命令之敘述，何者錯誤？|法規命令原則上應基於法律授權，始得制頒|0
52|下列有關法規命令之敘述，何者錯誤？|法規命令係針對不特定人民而為規範|0
52|下列有關法規命令之敘述，何者錯誤？|法規命令係就一般事項所作抽象之規範|0
52|下列有關法規命令之敘述，何者錯誤？|法規命令例外具有對外發生法律效果之作用|1
53|下列何者不具備行政訴訟當事人能力？|某社區（公寓大廈）之管理委員會|0
53|下列何者不具備行政訴訟當事人能力？|犯罪被害人補償審議委員會|0
53|下列何者不具備行政訴訟當事人能力？|因為某件環境污染事件由學者所組成的聲援團體|1
53|下列何者不具備行政訴訟當事人能力？|行政機關|0
54|甲因違反行政法義務被裁處5萬元罰鍰，但遲遲未繳交，甲旋即死亡，若甲之繼承人乙不服該項罰鍰之處分，是否得提起訴願？|可以，因為乙應繼受罰鍰債務成為該罰鍰之繳納義務人|0
54|甲因違反行政法義務被裁處5萬元罰鍰，但遲遲未繳交，甲旋即死亡，若甲之繼承人乙不服該項罰鍰之處分，是否得提起訴願？|可以，雖然乙無須繼受罰鍰債務，但主管機關得對甲之遺產執行該項罰鍰債務，乙得基於維護所繼承遺產之利害關係，提起訴願|1
54|甲因違反行政法義務被裁處5萬元罰鍰，但遲遲未繳交，甲旋即死亡，若甲之繼承人乙不服該項罰鍰之處分，是否得提起訴願？|不可以，因為乙無須繼受罰鍰債務，且該罰鍰債務隨著甲之死亡而消滅|0
54|甲因違反行政法義務被裁處5萬元罰鍰，但遲遲未繳交，甲旋即死亡，若甲之繼承人乙不服該項罰鍰之處分，是否得提起訴願？|不可以，雖然乙應繼受該罰鍰債務，但由於乙並非「被裁罰之對象」，欠缺訴願人適格|0
55|下列有關行政法之法源的敘述，何者錯誤？|法源之種類不一，通常可分為成文法源與不成文法源二種|0
55|下列有關行政法之法源的敘述，何者錯誤？|法律、法規命令或自治法規等，直接發生法律效力，故為行政法之法源|0
55|下列有關行政法之法源的敘述，何者錯誤？|習慣法如經國家機關之承認與適用，亦發生效力，故為行政法之法源|0
55|下列有關行政法之法源的敘述，何者錯誤？|行政規則皆不具備對外直接之法律效力，故並非行政法之法源|1
56|自由貿易協定（FTA）是各國為促進彼此更緊密的經貿關係而簽署之雙邊協定。試從條約的締結程序，分析下列敘述，何者錯誤？|我國所派出之談判代表係基於政府之授權，但因通訊設備便利，談判時代表仍與本國政府保持密切聯繫，談判代表經磋商後，正式簽字前，通常也會再取得本國政府之指示|0
56|自由貿易協定（FTA）是各國為促進彼此更緊密的經貿關係而簽署之雙邊協定。試從條約的締結程序，分析下列敘述，何者錯誤？|依我國憲法第58條第2項及第63條之規定，條約案需提交行政院院會議決後，再送立法院議決。我國與他國簽署之自由貿易協定，因為名稱是「協定」，所以不需再經立法院審議|1
56|自由貿易協定（FTA）是各國為促進彼此更緊密的經貿關係而簽署之雙邊協定。試從條約的締結程序，分析下列敘述，何者錯誤？|自由貿易協定經立法院審議以及總統頒發批准書後，完成批准手續|0
56|自由貿易協定（FTA）是各國為促進彼此更緊密的經貿關係而簽署之雙邊協定。試從條約的締結程序，分析下列敘述，何者錯誤？|自由貿易協定生效後，實務上須在政府公報上公布|0
57|美國軍艦於亞丁灣附近公海上發現索馬利亞海盜正在挾持一艘法國商船，雙方短暫交火後，美軍順利將海盜船拿捕，並決定將海盜送往美國法院審判。請問，美國法院行使管轄權的主要基礎為：|領域管轄原則|0
57|美國軍艦於亞丁灣附近公海上發現索馬利亞海盜正在挾持一艘法國商船，雙方短暫交火後，美軍順利將海盜船拿捕，並決定將海盜送往美國法院審判。請問，美國法院行使管轄權的主要基礎為：|國籍管轄原則|0
57|美國軍艦於亞丁灣附近公海上發現索馬利亞海盜正在挾持一艘法國商船，雙方短暫交火後，美軍順利將海盜船拿捕，並決定將海盜送往美國法院審判。請問，美國法院行使管轄權的主要基礎為：|普通管轄原則|1
57|美國軍艦於亞丁灣附近公海上發現索馬利亞海盜正在挾持一艘法國商船，雙方短暫交火後，美軍順利將海盜船拿捕，並決定將海盜送往美國法院審判。請問，美國法院行使管轄權的主要基礎為：|被害人國籍原則|0
58|下列關於「國家責任」的敘述，何者正確？|國家擔負國際法上的「國家責任」之前，必須違反對該國有拘束力的國際法義務|1
58|下列關於「國家責任」的敘述，何者正確？|當平民的作為傷害到外國人時，地主國無論如何皆不會招致國家責任|0
58|下列關於「國家責任」的敘述，何者正確？|倘若我國立法院針對我國政府與美國政府之間的有效協定，制訂與協定內容背道而馳的國內法，我國將不至於招致國家責任|0
58|下列關於「國家責任」的敘述，何者正確？|聯合國國際法委員會（UNILC）所擬定的「國家對國際不法行為之國家責任公約條文草案」，雖然尚未成為條約，但國際性法院有適用之義務|0
59|1949年4個日內瓦公約共通的第3條，主要目的是保護：|實際參加戰事之戰鬥人員在國際性武裝衝突時所應享有的待遇|0
59|1949年4個日內瓦公約共通的第3條，主要目的是保護：|不實際參加戰事之人員在非國際性武裝衝突時所應享有之待遇|1
59|1949年4個日內瓦公約共通的第3條，主要目的是保護：|不實際參加戰事之人員在國際性武裝衝突時所應享有之待遇|0
59|1949年4個日內瓦公約共通的第3條，主要目的是保護：|實際參加戰事之戰鬥人員在非國際性武裝衝突時所應享有之待遇|0
60|依時效取得「領土」，與下列何者無關？|無主地|1
60|依時效取得「領土」，與下列何者無關？|繼續和平|0
60|依時效取得「領土」，與下列何者無關？|有效控制|0
60|依時效取得「領土」，與下列何者無關？|不受干擾|0
61|國際法院首次判決同時涉及專屬經濟區與大陸礁層劃界之案件是：|1969年丹麥與荷蘭控告西德之北海劃界案|0
61|國際法院首次判決同時涉及專屬經濟區與大陸礁層劃界之案件是：|1977年英法英吉利海峽劃界案|0
61|國際法院首次判決同時涉及專屬經濟區與大陸礁層劃界之案件是：|1984年美國與加拿大緬因灣劃界案|1
61|國際法院首次判決同時涉及專屬經濟區與大陸礁層劃界之案件是：|1985年利比亞與馬爾他海疆劃界案|0
62|根據1961年《維也納外交關係公約》和1963年《維也納領事關係公約》之規定，下列有關使館與領館制度之敘述，何者錯誤？|國家與國家間不論外交使館或領事館之建立，均應以協議為之|0
62|根據1961年《維也納外交關係公約》和1963年《維也納領事關係公約》之規定，下列有關使館與領館制度之敘述，何者錯誤？|不僅外交使館之建立需要接受國同意始得為之，領事館之建立，亦需經過接受國同意|0
62|根據1961年《維也納外交關係公約》和1963年《維也納領事關係公約》之規定，下列有關使館與領館制度之敘述，何者錯誤？|不論是職業領事或名譽領事，均應由派遣國選任，但職業領事需經接受國同意，而名譽領事不僅可從派遣國或接受國之國民中選任，且可以不用經過接受國同意|1
62|根據1961年《維也納外交關係公約》和1963年《維也納領事關係公約》之規定，下列有關使館與領館制度之敘述，何者錯誤？|領事工作範圍以其轄區為原則，在特殊情形下，領事官員經接受國同意，得在其領館轄區外執行職務|0
63|依據世界貿易組織會員之資格要求，以下所列何者目前不能成為世界貿易組織之會員或觀察員？|蘇格蘭|1
63|依據世界貿易組織會員之資格要求，以下所列何者目前不能成為世界貿易組織之會員或觀察員？|臺、澎、金、馬關稅領域|0
63|依據世界貿易組織會員之資格要求，以下所列何者目前不能成為世界貿易組織之會員或觀察員？|1997年後之香港特別行政區|0
63|依據世界貿易組織會員之資格要求，以下所列何者目前不能成為世界貿易組織之會員或觀察員？|梵蒂岡|0
64|國際法主要是在規範：|國際組織間的相互關係|0
64|國際法主要是在規範：|國家與外國人的相互關係|0
64|國際法主要是在規範：|國際法人的相互關係|1
64|國際法主要是在規範：|聯合國各成員國間之相互關係|0
65|根據1930年《關於國籍法衝突之若干問題公約》之規定，第三國對於雙重國籍應該：|加以禁止|0
65|根據1930年《關於國籍法衝突之若干問題公約》之規定，第三國對於雙重國籍應該：|僅能視其為單一國籍|1
65|根據1930年《關於國籍法衝突之若干問題公約》之規定，第三國對於雙重國籍應該：|是否視為無國籍，交由各國內國法決定|0
65|根據1930年《關於國籍法衝突之若干問題公約》之規定，第三國對於雙重國籍應該：|應視為無國籍|0
66|涉外民事法律適用法第18條關於代理權之有無、限制等問題之準據法，下列敘述，何者錯誤？|本人因代理人代為法律行為，與相對人發生之法律關係，因無明示合意，而代理權之授與及代理人代為之法律行為關係甚為密切，故適用該法律行為之準據法|0
66|涉外民事法律適用法第18條關於代理權之有無、限制等問題之準據法，下列敘述，何者錯誤？|本人與相對人間之法律關係，不採當事人意思自主原則之適用|1
66|涉外民事法律適用法第18條關於代理權之有無、限制等問題之準據法，下列敘述，何者錯誤？|本人與相對人無明示之合意者，依與代理行為關係最切地之法律|0
66|涉外民事法律適用法第18條關於代理權之有無、限制等問題之準據法，下列敘述，何者錯誤？|A國人甲（本人）授權在B國營業之B國人乙（代理人）處分甲在C國之財產，並由C國人丙（相對人）買受，如甲、丙未明示合意定其應適用之法律，則就甲、丙之間關於乙所受授權之內容及範圍之爭議，依C國法|0
67|A國人甲無法律上或契約上之義務，為醫治臥病在A國之B國人乙之病，到C國聘請醫師丙，到D國向丁買藥。甲在我國法院起訴請求乙償還支出必要費用，其準據法為何？|A國法|1
67|A國人甲無法律上或契約上之義務，為醫治臥病在A國之B國人乙之病，到C國聘請醫師丙，到D國向丁買藥。甲在我國法院起訴請求乙償還支出必要費用，其準據法為何？|B國法|0
67|A國人甲無法律上或契約上之義務，為醫治臥病在A國之B國人乙之病，到C國聘請醫師丙，到D國向丁買藥。甲在我國法院起訴請求乙償還支出必要費用，其準據法為何？|C國法|0
67|A國人甲無法律上或契約上之義務，為醫治臥病在A國之B國人乙之病，到C國聘請醫師丙，到D國向丁買藥。甲在我國法院起訴請求乙償還支出必要費用，其準據法為何？|D國法|0
68|A國之出版社甲公司曾向我國某位企業家募款，但該企業家乙因為與甲公司素無淵源故不予理會。甲公司之總編輯丙因此懷恨在心，遂由甲公司出版一本「亞洲企業家之社會責任」的書，當書中提到臺灣企業家乙時，則以不實之事實詆毀，造成乙名譽受損。下列敘述，何者正確？|甲公司應對乙負損害賠償責任，準據法為侵權行為地法，故為A國法|0
68|A國之出版社甲公司曾向我國某位企業家募款，但該企業家乙因為與甲公司素無淵源故不予理會。甲公司之總編輯丙因此懷恨在心，遂由甲公司出版一本「亞洲企業家之社會責任」的書，當書中提到臺灣企業家乙時，則以不實之事實詆毀，造成乙名譽受損。下列敘述，何者正確？|本案應依甲公司之營業地A國法|1
68|A國之出版社甲公司曾向我國某位企業家募款，但該企業家乙因為與甲公司素無淵源故不予理會。甲公司之總編輯丙因此懷恨在心，遂由甲公司出版一本「亞洲企業家之社會責任」的書，當書中提到臺灣企業家乙時，則以不實之事實詆毀，造成乙名譽受損。下列敘述，何者正確？|由於乙之人格權受損，故應依乙之本國法，即我國法為準據法|0
68|A國之出版社甲公司曾向我國某位企業家募款，但該企業家乙因為與甲公司素無淵源故不予理會。甲公司之總編輯丙因此懷恨在心，遂由甲公司出版一本「亞洲企業家之社會責任」的書，當書中提到臺灣企業家乙時，則以不實之事實詆毀，造成乙名譽受損。下列敘述，何者正確？|由於甲已可預見損害，故應以損害發生地法，即我國法為準據法|0
69|我國籍的甲，在A國從B國人乙受讓M動產的所有權；惟因M所有權當時是屬於C國人丙所有，乙為無權處分，但甲符合A國法善意取得的規定。其後甲將M帶回到國內，經過一年，合計甲在A國及我國的占有期間，已經符合我國法關於時效取得的規定；惟仍未達到A國法及B國法相同較長的取得時效期間。丙向甲在我國住所地法院起訴，請求返還其所有物M，受訴法院應如何適用法律及裁判？|應適用法院地法即我國法，認定甲已經時效取得M的所有權|0
69|我國籍的甲，在A國從B國人乙受讓M動產的所有權；惟因M所有權當時是屬於C國人丙所有，乙為無權處分，但甲符合A國法善意取得的規定。其後甲將M帶回到國內，經過一年，合計甲在A國及我國的占有期間，已經符合我國法關於時效取得的規定；惟仍未達到A國法及B國法相同較長的取得時效期間。丙向甲在我國住所地法院起訴，請求返還其所有物M，受訴法院應如何適用法律及裁判？|應以A國法及B國法為準據法，而判決丙勝訴，命甲返還M|0
69|我國籍的甲，在A國從B國人乙受讓M動產的所有權；惟因M所有權當時是屬於C國人丙所有，乙為無權處分，但甲符合A國法善意取得的規定。其後甲將M帶回到國內，經過一年，合計甲在A國及我國的占有期間，已經符合我國法關於時效取得的規定；惟仍未達到A國法及B國法相同較長的取得時效期間。丙向甲在我國住所地法院起訴，請求返還其所有物M，受訴法院應如何適用法律及裁判？|應適用A國法，認定甲已經取得M的所有權|1
69|我國籍的甲，在A國從B國人乙受讓M動產的所有權；惟因M所有權當時是屬於C國人丙所有，乙為無權處分，但甲符合A國法善意取得的規定。其後甲將M帶回到國內，經過一年，合計甲在A國及我國的占有期間，已經符合我國法關於時效取得的規定；惟仍未達到A國法及B國法相同較長的取得時效期間。丙向甲在我國住所地法院起訴，請求返還其所有物M，受訴法院應如何適用法律及裁判？|應適用物的所在地法即我國法，認定甲已經時效取得M的所有權，而駁回丙的起訴|0
70|A國人甲為B國人乙之夫，於A國均設有住所，若管轄權無問題，兩人因婚姻效力涉訟於我國法院。下列敘述，何者正確？|我國法院應以A國法為準據法|1
70|A國人甲為B國人乙之夫，於A國均設有住所，若管轄權無問題，兩人因婚姻效力涉訟於我國法院。下列敘述，何者正確？|我國法院應以B國法為準據法|0
70|A國人甲為B國人乙之夫，於A國均設有住所，若管轄權無問題，兩人因婚姻效力涉訟於我國法院。下列敘述，何者正確？|我國法院應以A國法與B國法為準據法|0
70|A國人甲為B國人乙之夫，於A國均設有住所，若管轄權無問題，兩人因婚姻效力涉訟於我國法院。下列敘述，何者正確？|我國法院應以A國法或B國法為準據法|0
71|涉外民事法律適用法中，關於夫妻財產制準據法之規定，下列敘述，何者正確？|關於不動產，優先適用其所在地法的特別規定|1
71|涉外民事法律適用法中，關於夫妻財產制準據法之規定，下列敘述，何者正確？|法院應優先適用與當事人婚姻關係最切地之法律|0
71|涉外民事法律適用法中，關於夫妻財產制準據法之規定，下列敘述，何者正確？|法院應優先適用當事人的共同住所地法|0
71|涉外民事法律適用法中，關於夫妻財產制準據法之規定，下列敘述，何者正確？|當事人得以書面合意決定任何一國的法律|0
72|A國人甲與B國人乙結婚多年，因工作關係，遷居中華民國，兩人育有一子丙，乙並且又懷胎6個月。某日甲突然因心臟病發作而過世，在中華民國留有遺產，關於甲之遺產繼承之準據法，下列敘述，何者正確？|關於乙之胎兒有無繼承能力之問題，屬於「能力」之範疇，應依行為能力之準據法而定|0
72|A國人甲與B國人乙結婚多年，因工作關係，遷居中華民國，兩人育有一子丙，乙並且又懷胎6個月。某日甲突然因心臟病發作而過世，在中華民國留有遺產，關於甲之遺產繼承之準據法，下列敘述，何者正確？|關於甲在中華民國財產繼承之問題，應依中華民國之法律定之|0
72|A國人甲與B國人乙結婚多年，因工作關係，遷居中華民國，兩人育有一子丙，乙並且又懷胎6個月。某日甲突然因心臟病發作而過世，在中華民國留有遺產，關於甲之遺產繼承之準據法，下列敘述，何者正確？|關於甲之財產繼承問題，應以A國法律，即被繼承人死亡時之本國法為準據法|1
72|A國人甲與B國人乙結婚多年，因工作關係，遷居中華民國，兩人育有一子丙，乙並且又懷胎6個月。某日甲突然因心臟病發作而過世，在中華民國留有遺產，關於甲之遺產繼承之準據法，下列敘述，何者正確？|繼承係為照顧生存者之生活而設立之制度，應以繼承人之本國法作為解決繼承相關問題之準據法|0
73|中華民國國民甲與美國女子乙結婚後，在美國德州生子丙，兩人隨後移居臺北。甲乙辛苦將丙養大成人，並完成高等教育後（斯時丙已年滿23歲）竟棄養雙親於不顧，致兩老年老力衰無力維生，兩人乃向臺北地方法院提起丙應履行扶養義務之訴訟。下列敘述，何者錯誤？|丙因父為中華民國國民，出生在美國，有中華民國國籍與美國國籍|0
73|中華民國國民甲與美國女子乙結婚後，在美國德州生子丙，兩人隨後移居臺北。甲乙辛苦將丙養大成人，並完成高等教育後（斯時丙已年滿23歲）竟棄養雙親於不顧，致兩老年老力衰無力維生，兩人乃向臺北地方法院提起丙應履行扶養義務之訴訟。下列敘述，何者錯誤？|丙有美國與中華民國雙重國籍，應依「內國國籍優先原則」，定其本國法|1
73|中華民國國民甲與美國女子乙結婚後，在美國德州生子丙，兩人隨後移居臺北。甲乙辛苦將丙養大成人，並完成高等教育後（斯時丙已年滿23歲）竟棄養雙親於不顧，致兩老年老力衰無力維生，兩人乃向臺北地方法院提起丙應履行扶養義務之訴訟。下列敘述，何者錯誤？|關於甲之扶養請求，應適用扶養權利人之本國法即中華民國法律|0
73|中華民國國民甲與美國女子乙結婚後，在美國德州生子丙，兩人隨後移居臺北。甲乙辛苦將丙養大成人，並完成高等教育後（斯時丙已年滿23歲）竟棄養雙親於不顧，致兩老年老力衰無力維生，兩人乃向臺北地方法院提起丙應履行扶養義務之訴訟。下列敘述，何者錯誤？|關於乙之扶養請求，應適用扶養權利人之本國法即美國法|0
74|主事務所設於日本京都的日本J股份有限公司（株式會社）寄給主事務所設在臺中市的我國T股份有限公司一份承製儀器的型錄，T公司依該型錄選擇其中一型號，通知J公司有意訂製該型號儀器及其規格，要求J先提供承製概算書及計畫書。J派其工程師乙攜帶概算書及計畫書到臺中，親手交予T公司負責人甲，甲表示一週內給予答覆。2天後，T以電子傳真通知J訂製依估價單標明規格及價金的儀器M二部，經3天J以國際掛號郵件寄出承製二部M儀器的確認書，書中亦指定日本京都地方法院（裁判所）為第一審管轄法院。後因T主張J承製的二部M儀器有瑕疵，拒絕支付餘款，J公司委任丙律師向臺中地方法院起訴T，請求支付餘款。下列敘述，何者正確？|臺中地方法院應以欠缺國際管轄權裁定駁回起訴|0
74|主事務所設於日本京都的日本J股份有限公司（株式會社）寄給主事務所設在臺中市的我國T股份有限公司一份承製儀器的型錄，T公司依該型錄選擇其中一型號，通知J公司有意訂製該型號儀器及其規格，要求J先提供承製概算書及計畫書。J派其工程師乙攜帶概算書及計畫書到臺中，親手交予T公司負責人甲，甲表示一週內給予答覆。2天後，T以電子傳真通知J訂製依估價單標明規格及價金的儀器M二部，經3天J以國際掛號郵件寄出承製二部M儀器的確認書，書中亦指定日本京都地方法院（裁判所）為第一審管轄法院。後因T主張J承製的二部M儀器有瑕疵，拒絕支付餘款，J公司委任丙律師向臺中地方法院起訴T，請求支付餘款。下列敘述，何者正確？|臺中地方法院應以裁定移送於日本京都地方法院|0
